Species,Match type,ScientificName,ScientificName_accepted
Triakis semifasciata,exact,Triakis semifasciata,Triakis semifasciata
Trichiurus lepturus,exact,Trichiurus lepturus,Trichiurus lepturus
Trichocottus brashnikovi,exact,Trichocottus brashnikovi,Trichocottus brashnikovi
Trichodon trichodon,exact,Trichodon trichodon,Trichodon trichodon
Trichopsetta ventralis,exact,Trichopsetta ventralis,Trichopsetta ventralis
Trigla lyra,exact,Trigla lyra,Trigla lyra
Trigloporus lastoviza,exact,Trigloporus lastoviza,Chelidonichthys lastoviza
Triglops forficatus,exact,Triglops forficatus,Triglops forficatus
Triglops macellus,exact,Triglops macellus,Triglops macellus
Triglops metopias,exact,Triglops metopias,Triglops metopias
Triglops murrayi,exact,Triglops murrayi,Triglops murrayi
Triglops nybelini,exact,Triglops nybelini,Triglops nybelini
Triglops pingelii,exact,Triglops pingelii,Triglops pingelii
Triglops scepticus,exact,Triglops scepticus,Triglops scepticus
Triglops xenostethus,exact,Triglops xenostethus,Triglops xenostethus
Trinectes inscriptus,exact,Trinectes inscriptus,Trinectes inscriptus
Trinectes maculatus,exact,Trinectes maculatus,Trinectes maculatus
Trisopterus esmarkii,exact,Trisopterus esmarkii,Trisopterus esmarkii
Trisopterus luscus,exact,Trisopterus luscus,Trisopterus luscus
Trisopterus minutus,exact,Trisopterus minutus,Trisopterus minutus
Tylosurus crocodilus crocodilus,exact,Tylosurus crocodilus crocodilus,Tylosurus crocodilus crocodilus
Ulvaria subbifurcata,exact,Ulvaria subbifurcata,Ulvaria subbifurcata
Umbrina canariensis,exact,Umbrina canariensis,Umbrina canariensis
Umbrina coroides,exact,Umbrina coroides,Umbrina coroides
Upeneus parvus,exact,Upeneus parvus,Upeneus parvus
Uranoscopus scaber,exact,Uranoscopus scaber,Uranoscopus scaber
Uraspis secunda,exact,Uraspis secunda,Uraspis secunda
Urobatis jamaicencis,near_1,Urobatis jamaicensis,Urobatis jamaicensis
Uroconger syringinus,exact,Uroconger syringinus,Uroconger syringinus
Urophycis chuss,exact,Urophycis chuss,Urophycis chuss
Urophycis cirratus,near_2,Urophycis cirrata,Urophycis cirrata
Urophycis earlli,phonetic,Urophycis earllii,Urophycis earllii
Urophycis earllii,exact,Urophycis earllii,Urophycis earllii
Urophycis floridana,exact,Urophycis floridana,Urophycis floridana
Urophycis floridanus,near_2,Urophycis floridana,Urophycis floridana
Urophycis regia,exact,Urophycis regia,Urophycis regia
Urophycis tenuis,exact,Urophycis tenuis,Urophycis tenuis
Venefica tentaculata,exact,Venefica tentaculata,Venefica tentaculata
Vinciguerria poweriae,exact,Vinciguerria poweriae,Vinciguerria poweriae
Xeneretmus latifrons,exact,Xeneretmus latifrons,Xeneretmus latifrons
Xeneretmus leiops,exact,Xeneretmus leiops,Xeneretmus leiops
Xeneretmus triacanthus,exact,Xeneretmus triacanthus,Xeneretmus triacanthus
Xenocephalus egregius,exact,Xenocephalus egregius,Xenocephalus egregius
Xenodermichthys copei,exact,Xenodermichthys copei,Xenodermichthys copei
Xenolepidichthys dalgleishi,exact,Xenolepidichthys dalgleishi,Xenolepidichthys dalgleishi
Xiphias gladius,exact,Xiphias gladius,Xiphias gladius
Xyrichtys martinicensis,exact,Xyrichtys martinicensis,Xyrichtys martinicensis
Xyrichtys novacula,exact,Xyrichtys novacula,Xyrichtys novacula
Xyrichtys splendens,exact,Xyrichtys splendens,Xyrichtys splendens
Xystreurys liolepis,exact,Xystreurys liolepis,Xystreurys liolepis
Zalembius rosaceus,exact,Zalembius rosaceus,Zalembius rosaceus
Zalieutes mcgintyi,exact,Zalieutes mcgintyi,Zalieutes mcgintyi
Zameus squamulosus,exact,Zameus squamulosus,Zameus squamulosus
Zaniolepis frenata,exact,Zaniolepis frenata,Zaniolepis frenata
Zaniolepis latipinnis,exact,Zaniolepis latipinnis,Zaniolepis latipinnis
Zaprora silenus,exact,Zaprora silenus,Zaprora silenus
Zapteryx exasperata,exact,Zapteryx exasperata,Zapteryx exasperata
Zenopsis conchifer,exact,Zenopsis conchifer,Zenopsis conchifer
Zesticelus profundorum,exact,Zesticelus profundorum,Zesticelus profundorum
Zeugopterus punctatus,exact,Zeugopterus punctatus,Zeugopterus punctatus
Zeugopterus regius,exact,Zeugopterus regius,Zeugopterus regius
Zeus faber,exact,Zeus faber,Zeus faber
Zoarces americanus,exact,Zoarces americanus,Zoarces americanus
Zoarces viviparus,exact,Zoarces viviparus,Zoarces viviparus
Clupea pallasii,,,Clupea pallasii pallasii
Lepophidium jeannae,,Lepophidium jeannae,Lepophidium jeannae
